pk_id,image_cap,image_obj
2613,"['a person holding a cell phone in their hand .', 'a person holding a pair of scissors in their hands .', 'a person holding a cell phone in their hands .']","['cellular telephone, cellular phone, cellphone, cell, mobile phone', 'hand-held computer, hand-held microcomputer']"
2614,"['a man in a suit and tie standing in front of a mirror .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a clock .']","['library', 'bow tie, bow-tie, bowtie']"
2615,"['a large clock tower in the middle of a city .', 'a large building with a clock tower on top .', 'a large building with a clock tower in the middle .']","['solar dish, solar collector, solar furnace', 'palace']"
2616,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie holding a microphone .', 'a man in a suit and tie standing in a room']","['suit, suit of clothes', 'Windsor tie']"
2617,"['a man in a tie is holding a cell phone .', 'a man in a tie is holding a pair of scissors .', 'a man wearing a tie and a shirt and tie .']","['stethoscope', 'lab coat, laboratory coat']"
2618,"['a young man holding a tennis racquet on a tennis court .', 'a young man holding a tennis racquet on top of a tennis court .', 'a young man holding a tennis racquet on a court .']","['baseball', 'ballplayer, baseball player']"
2619,"['a close up of a cake on a table', 'a black and white photo of a fire hydrant .', 'a black and white photo of a fire hydrant']","['stove', 'matchstick']"
2620,"['a bowl of food sitting on a table .', 'a bowl of food sitting on a table next to a glass of water .', 'a bowl of food sitting on a table next to a glass .']","['eggnog', 'cocktail shaker']"
2621,"['a man standing on a beach holding a surfboard .', 'a man is standing on a surfboard in the water .', 'a man standing on top of a surfboard in the ocean .']","['lakeside, lakeshore', 'sandbar, sand bar']"
2622,"['a man in a hat and hat is standing in the street .', 'a man in a hat and hat is standing in the snow .', 'a man in a hat and hat is standing in front of a building .']","['grocery store, grocery, food market, market', 'king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica']"
2623,"['a close up of a vase with flowers in it', 'a close up of a flower in a vase', 'a close up of a flower in a green vase']","['earthstar', 'pinwheel']"
2624,"['a man and a woman standing next to each other .', 'a man and a woman posing for a picture .', 'a man and a woman posing for a picture']","['bulletproof vest', 'crutch']"
2625,"['a group of men playing a game of basketball .', 'a group of men playing a game of frisbee .', 'a group of men playing a game of soccer .']",['basketball']
2626,"['a blue and white bird is flying over a beach', 'a white and black bird is flying over a beach', 'a blue and white bird is flying over a sign']","['sunscreen, sunblock, sun blocker', 'web site, website, internet site, site']"
2627,"['a close up of a person wearing a mask', 'a close up of a person wearing a tie', 'a close up of a person wearing a hat']","['wig', 'mask']"
2628,"['a man in a suit and tie standing in front of a crowd .', 'a man in a suit and tie standing in front of a crowd of people .', 'a man in a suit and tie standing next to a woman .']","['parachute, chute', 'suit, suit of clothes']"
2629,"['a baseball player holding a bat on a field .', 'a man in a baseball uniform holding a bat .', 'a baseball player holding a bat on top of a field .']","['torch', 'football helmet']"
2630,"['a man riding a wave on top of a surfboard .', 'a person riding a surf board on a wave', 'a man riding a surfboard on top of a wave .']","['snorkel', 'torch']"
2631,"['a group of people sitting on a couch playing video games .', 'a group of people sitting on a couch playing video games', 'a man and a woman are sitting on a couch']","['basketball', 'bobsled, bobsleigh, bob']"
2632,"['a man in a suit and tie posing for a picture .', 'a man in a suit and tie posing for a picture', 'a man in a suit and tie posing for a photo .']","['suit, suit of clothes', 'Windsor tie']"
2633,"['a close up of a stuffed animal on a table', 'a close up of a person holding a pair of scissors', 'a close up of a person holding a stuffed animal']","['comic book', 'mask']"
2634,"['a man in a suit and tie is smiling .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie is smiling']","['military uniform', 'suit, suit of clothes']"
2635,"['a group of men playing a game of basketball .', 'a group of men playing a game of frisbee .', 'a group of men playing a game of soccer .']",['basketball']
2636,"['a blue and white bird is flying over a beach', 'a white and black bird is flying over a beach', 'a blue and white bird is flying over a sign']","['sunscreen, sunblock, sun blocker', 'web site, website, internet site, site']"
2637,"['a close up of a person wearing a mask', 'a close up of a person wearing a tie', 'a close up of a person wearing a hat']","['wig', 'mask']"
2638,"['a group of people standing around a bike .', 'a group of people standing next to a bike .', 'a group of people standing next to each other on a bike .']","['mountain bike, all-terrain bike, off-roader', 'bicycle-built-for-two, tandem bicycle, tandem']"
2639,"['a man wearing a hat and a hat .', 'a man wearing a hat and a tie .', 'a man wearing a hat and a tie']","['tench, Tinca tinca', 'barracouta, snoek']"
2640,"['a group of people standing on top of a lush green field .', 'a group of people flying kites in a field .', 'a group of people flying kites in a park .']","['ballplayer, baseball player', 'baseball']"
2641,"['a man in a red shirt is playing frisbee', 'a man in a white shirt and black shorts playing frisbee .', 'a man in a white shirt and black shorts playing a game of soccer .']","['basketball', 'volleyball']"
2642,"['a man standing in a room holding a wii controller .', 'a man standing in a room holding a nintendo wii game controller .', 'a man standing in a room holding a nintendo wii controller .']","['dumbbell', 'barbell']"
2643,"['a group of people sitting around a table .', 'a crowd of people sitting around a table .', 'a group of people sitting around a table with food .']","['unicycle, monocycle', 'stage']"
2644,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['ping-pong ball', 'racket, racquet']"
2645,"['a man and a woman standing next to each other .', 'a group of people standing around each other .', 'a man and a woman standing next to each other in a room .']","['volleyball', 'jersey, T-shirt, tee shirt']"
2646,"['a statue of a man on a horse and a flag', 'a statue of a man on a horse in a parade .', 'a statue of a man on a horse in a parade']","['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']"
2647,"['a man wearing a tie and a hat .', 'a man wearing a hat and a tie .', 'a man wearing a hat and a tie']","['tench, Tinca tinca', 'barracouta, snoek']"
2648,"['a man holding a surfboard in his hand .', 'a man is holding a surfboard in his hand .', 'a man holding a surfboard in front of a crowd of people .']","['bathing cap, swimming cap']"
2649,"['a tennis player in action on the court .', 'a tennis player is swinging a racket at a ball', 'a tennis player in action on the court']","['racket, racquet', 'tennis ball']"
2650,"['a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform holding a bat .', 'a baseball player holding a bat on a field .']","['ballplayer, baseball player', 'scoreboard']"
2651,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of people standing around each other .']","['ping-pong ball', ""academic gown, academic robe, judge's robe""]"
2652,"['a black and white photo of a man and a woman', 'a black and white photo of a man in a uniform', 'a black and white photo of a man in a suit and tie']","['military uniform', 'cowboy hat, ten-gallon hat']"
2653,"['an airplane flying over a body of water .', 'an airplane flying over a body of water', 'a large body of water with a clock on top of it .']","['crane', 'drilling platform, offshore rig']"
2654,"['a group of people standing around a table filled with cakes .', 'a group of people standing around a table filled with food .', 'a group of people standing around a table with a cake .']","['comic book', 'restaurant, eating house, eating place, eatery']"
2655,"['a group of men playing a game of frisbee .', 'a group of men playing a game of soccer .', 'a group of young men playing a game of soccer .']","['soccer ball', 'basketball']"
2656,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other on a field .']","['jinrikisha, ricksha, rickshaw', 'paddle, boat paddle']"
2657,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['racket, racquet', 'tennis ball']"
2658,"['a black cat sitting on top of a wooden bench .', 'a black cat sitting on top of a wooden chair .', 'a black cat is sitting on a bench']","[""jack-o'-lantern"", 'spaghetti squash']"
2659,"['a black cat sitting on top of a wooden bench .', 'a black cat sitting on top of a wooden table .', 'a black cat sitting on top of a wooden chair .']","['Scotch terrier, Scottish terrier, Scottie', 'giant schnauzer']"
2660,"['a black cat laying on top of a bed .', 'a black cat laying on top of a green blanket .', 'a black and white cat is sitting on a couch']",['Egyptian cat']
2661,"['a group of people standing around a cake .', 'a group of people standing around a table with a cake .', 'a group of people standing in front of a cake .']","['vestment', 'altar']"
2662,"['a man blowing out candles on a cake .', 'a man blowing out candles on a birthday cake .', 'a man blowing out candles on a cake']","['candle, taper, wax light']"
2663,"['a woman sitting at a table with a laptop .', 'a woman sitting at a table with a laptop computer .', 'a group of people sitting at a table with laptops .']","['sweatshirt', 'poncho']"
2664,"['a woman is holding a baby in her lap .', 'a woman is holding a baby in front of a laptop .', 'a woman is holding a baby in her lap']","['quill, quill pen', 'desk']"
2665,"['a herd of sheep grazing on a lush green field .', 'a herd of sheep grazing on a lush green hillside .', 'a herd of sheep grazing in a field .']","['worm fence, snake fence, snake-rail fence, Virginia fence', 'valley, vale']"
2666,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a close up of a blue and white striped tie .']",['golf ball']
2667,"['a little girl sitting on a bed with a teddy bear .', 'a little girl is sitting on a bed', 'a little girl sitting on a bed with a baby .']","[""pajama, pyjama, pj's, jammies"", 'shoe shop, shoe-shop, shoe store']"
2668,"['a group of people sitting around a table .', 'a group of people sitting around a table with food .', 'a group of people sitting around a table with a cake .']","['toyshop', 'shopping basket']"
2669,"['a cat is playing with a toy on the floor .', 'a person holding a cat with a toothbrush in its mouth .', 'a person holding a cat with a toothbrush in his mouth .']","['Angora, Angora rabbit', 'Arctic fox, white fox, Alopex lagopus']"
2670,"['a woman sitting at a table with a plate of food .', 'a woman sitting at a table with a bunch of food .', 'a woman sitting at a table with a plate of food']",['face powder']
2671,"['a table topped with lots of different types of food .', 'a table topped with a cup of coffee and a smart phone .', 'a table topped with a cup of coffee and a cell phone .']","['lotion', 'perfume, essence']"
2672,"['a small bird is standing on a branch', 'a bird is sitting on a branch in a tree .', 'a bird is sitting on a branch in a tree']","['Indian cobra, Naja naja', 'rock python, rock snake, Python sebae']"
2673,"['a young man riding a skateboard down a street .', 'a young man riding a skateboard down a sidewalk .', 'a young man riding a skateboard on top of a ramp .']","['rugby ball', 'ballplayer, baseball player']"
2674,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a grass covered field .', 'a group of people standing on top of a grass field .']","['lakeside, lakeshore', 'worm fence, snake fence, snake-rail fence, Virginia fence']"
2675,"['a young man riding a skateboard down a street .', 'a young man riding a skateboard down a ramp .', 'a young man riding a skateboard on top of a ramp .']","['soccer ball', 'rugby ball']"
2676,"['a man in white shirt and shorts playing a game of frisbee .', 'a man in white shirt and black shorts playing frisbee .', 'a man in white shirt and black shorts playing a game of frisbee .']","['volleyball', 'horizontal bar, high bar']"
2677,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in front of a wall .']","['suit, suit of clothes', 'Windsor tie']"
2678,"['a young man holding a tennis racquet on a tennis court .', 'a young man holding a tennis racquet on top of a tennis court .', 'a young man holding a tennis racquet on a court .']","['volleyball', 'parallel bars, bars']"
2679,"['a group of young men playing a game of soccer .', 'a group of young men standing next to each other .', 'a group of young men standing next to each other on a field .']","['soccer ball', 'rugby ball']"
2680,"['a man in a suit and tie standing in a parking lot .', 'a man in a suit and tie standing on a street .', 'a man in a suit and tie standing in front of a building .']","['suit, suit of clothes', 'Kerry blue terrier']"
2681,"['a man in a white shirt and black shorts playing tennis .', 'a man in a white shirt and black shorts playing tennis', 'a man in a white shirt and black shorts is playing tennis']","['basketball', 'soccer ball']"
2682,"['a man in a red shirt is throwing a frisbee', 'a man in a red shirt is throwing a frisbee .', 'a man in a white shirt and black shorts holds a frisbee .']","['soccer ball', 'balance beam, beam']"
2683,"['a bowl of food with a spoon and a spoon .', 'a bowl of food with a spoon and a spoon', 'a bowl of food with a spoon and a bowl of fruit .']","['plate', 'potpie']"
2684,"['a baseball player holding a bat on a field .', 'a baseball player holding a bat on top of a field .', 'a baseball player holding a bat on a field']","['oxygen mask', 'gasmask, respirator, gas helmet']"
2685,"['a man standing next to a woman holding a snowboard .', 'a man standing next to a woman holding a surfboard .', 'a man standing next to a woman holding a pair of scissors .']","['web site, website, internet site, site']"
2686,"['a soccer player is kicking a soccer ball .', 'a soccer player kicking a soccer ball on a field .', 'a soccer player kicking a soccer ball on the field .']",['soccer ball']
2687,"['a baseball player holding a bat on a field .', 'a baseball player holding a baseball bat on a field .', 'a baseball player holding a bat on a field']","['ballplayer, baseball player', 'baseball']"
2688,"['a couple of men standing next to each other .', 'a couple of men standing next to each other on a street .', 'a couple of men standing next to each other on a sidewalk .']","['jersey, T-shirt, tee shirt', 'web site, website, internet site, site']"
2689,"['a group of young men playing a game of soccer .', 'a group of young men kicking around a soccer ball .', 'a group of people playing soccer on a field']","['soccer ball', 'rugby ball']"
2690,"['a colorful kite is laying on the ground .', 'a blue and white striped umbrella sitting on top of a beach .', 'a blue and white striped umbrella sitting on a beach .']","['flagpole, flagstaff']"
2691,"['a group of people standing next to each other .', 'a group of people standing next to each other in front of a sign .', 'a group of people standing next to each other in a room .']","['web site, website, internet site, site']"
2692,"['a man flying through the air while riding a snowboard .', 'a man flying through the air while riding a skateboard .', 'a man flying a kite in a park .']","['bow', 'hoopskirt, crinoline']"
2693,"['a group of people standing next to each other .', 'a group of people standing next to each other holding surfboards .', 'a group of people standing next to each other on a beach .']","['comic book', 'jersey, T-shirt, tee shirt']"
2694,"['a person holding a colorful umbrella on a street .', 'a person holding a colorful kite in the air', 'a person holding a colorful kite in the air .']","['umbrella', 'mountain tent']"
2695,"['a man in a baseball uniform holding a baseball bat .', 'a man in a baseball uniform holding a bat .', 'a man in a baseball uniform is holding a baseball bat .']","['soccer ball', 'rugby ball']"
2696,"['a close up of a pair of scissors', 'a close up of a person holding a pair of scissors', 'a close up of a pair of scissors on a table']","['mortarboard', ""academic gown, academic robe, judge's robe""]"
2697,"['a group of men playing a game of soccer .', 'a group of men playing a game of frisbee .', 'a group of young men playing a game of soccer .']","['rugby ball', 'basketball']"
2698,"['a group of people standing next to a sign .', 'a group of people standing in front of a sign .', 'a group of people standing on top of a street sign .']","['bearskin, busby, shako', 'comic book']"
2699,"['a pair of black shoes on a skateboard .', 'a pair of shoes on a skateboard on a sidewalk .', 'a pair of black shoes on a skateboard']","['book jacket, dust cover, dust jacket, dust wrapper', 'jersey, T-shirt, tee shirt']"
2700,"['a stop sign with a sticker on it', 'a stop sign with a sticker on it .', 'a stop sign with a sign on it']","['wall clock', 'street sign']"
2701,"['a large body of water with a mountain in the background .', 'a large body of water next to a lake .', 'a large body of water next to a large body of water .']","['lakeside, lakeshore', 'boathouse']"
2702,"['a man and a woman posing for a picture .', 'a man and a woman posing for a picture', 'a man and a woman posing for a picture together .']","['bonnet, poke bonnet', 'shower cap']"
2703,"['a white plate topped with a piece of food .', 'a white plate topped with a piece of meat .', 'a white plate topped with a piece of meat and vegetables .']","['carbonara', 'plate']"
2704,"['a couple of women standing next to each other .', 'a couple of women standing next to each other in front of a building .', 'a couple of women standing next to each other in a room .']","['book jacket, dust cover, dust jacket, dust wrapper', 'balance beam, beam']"
2705,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a close up of a bird on a wall']","['mask', 'shield, buckler']"
2706,"['a man in a suit and tie holding a tennis racket .', 'a man in a suit and tie holding a tennis racquet .', 'a man in a suit and tie holding a tennis racket']",['tennis ball']
2707,"['a group of young men standing next to each other .', 'a group of young children standing next to each other .', 'a group of young boys standing next to each other .']","['torch', 'lab coat, laboratory coat']"
2708,"['a group of women standing next to each other .', 'a group of people standing next to each other .', 'a group of people standing around each other .']","['sarong', ""pajama, pyjama, pj's, jammies""]"
2709,"['a street sign on a pole with a sky background', 'a street sign on a pole on a beach .', 'a street sign on a pole on a beach']",['street sign']
2710,"['a group of men standing next to each other .', 'a group of people standing next to a sign .', 'a group of men standing next to each other on a field .']","['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']"
2711,"['a group of young men playing a game of soccer .', 'a group of young men kicking around a soccer ball .', 'a group of children playing soccer on a field']",['soccer ball']
2712,"['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a microphone .', 'a man in a suit and tie holding a cell phone']","['web site, website, internet site, site', ""academic gown, academic robe, judge's robe""]"
2713,"['a black and white photo of a baseball player', 'a black and white photo of a man in a suit and tie', 'a black and white photo of a man in a suit .']","['book jacket, dust cover, dust jacket, dust wrapper']"
2714,"['a man and a woman standing next to each other .', 'a man and woman standing next to each other in a room .', 'a man and a woman standing next to each other in a room .']","['vestment', 'abaya']"
2715,"['a group of young men standing next to each other .', 'a group of young men standing on a sidewalk .', 'a group of young men standing next to each other on a sidewalk .']","['basketball', 'barbell']"
2716,"['a group of young men playing a game of soccer .', 'a group of men playing a game of soccer .', 'a group of people playing soccer on a field']",['soccer ball']
2717,"['a group of people standing around a wooden table .', 'a group of people standing on top of a wooden bench .', 'a group of people standing next to each other on a tennis court .']","['reel', 'rubber eraser, rubber, pencil eraser']"
2718,"['a group of people standing next to each other .', 'a group of people standing next to each other in a room .', 'a group of people standing next to each other in front of a christmas tree .']","['theater curtain, theatre curtain', 'poncho']"
2719,"['a group of people standing on top of a tennis court .', 'a group of people standing on a tennis court holding racquets .', 'a group of people standing on a tennis court holding tennis racquets .']","['racket, racquet', 'tennis ball']"
2720,"['a person is flying a kite in a field .', 'a person is flying a kite in a field', 'a person is flying a kite in the sky .']","['lakeside, lakeshore', 'flagpole, flagstaff']"
2721,"['a group of people standing next to each other .', 'a group of men standing next to each other .', 'a group of people standing around each other .']","['bikini, two-piece', 'sarong']"
2722,"['a group of people standing next to each other .', 'a group of people standing next to each other in a room .', 'a group of people standing next to each other holding tennis racquets .']","['limousine, limo', 'suit, suit of clothes']"
2723,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other in front of a building .']","['Bouvier des Flandres, Bouviers des Flandres', 'Scottish deerhound, deerhound']"
2724,"['a large building with a large clock on it .', 'a large building with a clock on it', 'a large building with a clock on it .']","['stupa, tope', 'monastery']"
2725,"['a close up of a nintendo wii remote', 'a close up of a nintendo wii game controller', 'a close up of a person holding a wii remote']","['switch, electric switch, electrical switch', 'whistle']"
2726,"['a woman holding a book in front of a mirror .', 'a woman holding a book in front of a book shelf .', 'a woman is holding a book in front of a mirror .']","['wig', 'envelope']"
2727,"['a woman sitting on a toilet in a bathroom .', 'a woman sitting on top of a toilet in a bathroom .', 'a woman sitting on top of a white toilet .']","['bathtub, bathing tub, bath, tub', 'tub, vat']"
2728,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a man holding a tennis racquet on a court .']","['basketball', 'rugby ball']"
2729,"['a man in a green shirt catching a frisbee .', 'a man in a red shirt is throwing a frisbee', 'a man in a red shirt is playing frisbee']",['soccer ball']
2730,"['a group of young men playing a game of frisbee .', 'a group of men standing on top of a baseball field .', 'a group of young men standing on top of a baseball field .']","['soccer ball', 'basketball']"
2731,"['a person holding an umbrella in the rain .', 'a person holding an umbrella in the rain', 'a person holding an umbrella in front of a building .']",['umbrella']
2732,"['a man in a suit and tie is smiling .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie is smiling']","['lab coat, laboratory coat', 'stethoscope']"
2733,"['a tennis player swinging a racket at a ball', 'a tennis player swinging a tennis racket at a ball', 'a tennis player swinging a tennis racket']","['racket, racquet', 'tennis ball']"
2734,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a close up of a person holding a pair of scissors']","['joystick', 'pool table, billiard table, snooker table']"
2735,"['a group of young men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other .']","['bearskin, busby, shako']"
2736,"['a large body of water filled with lots of boats .', 'a large body of water with a bunch of boats in it', 'a large body of water with lots of boats floating on it .']","['dock, dockage, docking facility', 'pier']"
2737,"['a glass vase with some flowers in it', 'a glass vase with a flower in it', 'a glass vase with a flower in it .']","['paintbrush', 'sundial']"
2738,"['a little girl is standing in front of a bus .', 'a little girl is standing in front of a train .', 'a little girl is standing in front of a bus']","['slot, one-armed bandit', 'golfcart, golf cart']"
2739,"['a group of boats floating on top of a lake .', 'a bunch of boats that are in the water .', 'a group of boats floating on top of a body of water .']","['yawl', 'fireboat']"
2740,"['a car driving down a street next to a traffic light .', 'a car driving down a road next to a forest .', 'a car driving down a street next to a tall building .']","['garbage truck, dustcart', 'jeep, landrover']"
2741,"['a little girl with a toothbrush in her mouth .', 'a young girl is brushing her teeth with a green toothbrush .', 'a little girl with a toothbrush in her mouth']","[""loupe, jeweler's loupe"", 'stethoscope']"
2742,"['a person taking a picture in a mirror .', 'a person taking a picture in a mirror', 'a person taking a picture of a reflection in a mirror .']","['car mirror', 'seat belt, seatbelt']"
2743,"['a man laying on a bed holding a toothbrush .', 'a man laying on a bed with a remote control .', 'a man laying on a couch with a remote control .']","['sandal', 'Band Aid']"
2744,"['a bunch of bananas are sitting on a table', 'a bunch of bananas are sitting on a table .', 'a bunch of bananas are on a table']","['CD player', 'cassette player']"
2745,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in a room', 'a man in a suit and tie standing in front of a wall .']",['balloon']
2746,"['a group of men playing a game of soccer .', 'a group of men on a field playing soccer .', 'a group of men playing a game of soccer on a field .']",['soccer ball']
2747,"['a man wearing a tie and a shirt .', 'a man wearing a tie and a shirt and tie .', 'a man with a beard and a tie is smiling .']","['shower cap', 'bathing cap, swimming cap']"
2748,"['a man is standing in front of a mirror', 'a man is standing in front of a mirror .', 'a man is standing in front of a window']","['table lamp', 'bannister, banister, balustrade, balusters, handrail']"
2749,"['a group of people standing next to each other .', 'a black and white photo of a group of people', 'a group of people standing next to each other in front of a building .']","['fur coat', 'suit, suit of clothes']"
2750,"['a group of boats floating on top of a body of water .', 'a group of boats floating on top of a lake .', 'a large body of water with boats in it']","['lakeside, lakeshore']"
2751,"['a large clock tower towering over a city .', 'a clock tower in the middle of a city .', 'a large building with a clock tower in the middle .']",['palace']
2752,"['a woman in a white dress and a white dress', 'a woman in a white dress and a white shirt', 'a woman in a white dress and a white dress .']","['lab coat, laboratory coat', ""pajama, pyjama, pj's, jammies""]"
2753,"['a group of people standing next to each other .', 'a group of people posing for a picture .', 'a group of people standing next to each other on a field .']","['gondola', 'steel drum']"
2754,"['a clock tower in the middle of a city .', 'a large building with a clock tower on top .', 'a clock tower in the middle of a city']",['triumphal arch']
2755,"['a group of men standing next to each other .', 'a group of men standing next to each other on a field .', 'a group of baseball players posing for a picture']","['web site, website, internet site, site', 'comic book']"
2756,"['a man in a suit and tie is smiling .', 'a man in a suit and tie is smiling', 'a man in a suit and tie holding a drink .']","['lab coat, laboratory coat']"
2757,"['a group of people standing on top of a boat .', 'a group of people standing on top of a bridge .', 'a group of people standing on top of a beach .']",['umbrella']
2758,"['a group of people on a field playing baseball .', 'a group of people on a field playing soccer .', 'a group of people standing on top of a field .']","['scoreboard', 'ballplayer, baseball player']"
2759,"['a group of young men playing a game of soccer .', 'a group of children playing soccer on a field', 'a group of kids playing soccer on a field']",['soccer ball']
2760,"['a woman in a bikini standing on a beach .', 'a woman in a bikini standing next to a surfboard .', 'a woman in a bikini riding a surfboard on a beach .']","['bikini, two-piece', 'sunscreen, sunblock, sun blocker']"
2761,"['a man sitting on the ground with a baseball bat .', 'a man is sitting on a bench with a dog .', 'a man sitting on the ground with a baseball bat in his hand .']","['crossword puzzle, crossword', 'scoreboard']"
2762,"['a man holding a nintendo wii game controller .', 'a man holding a wii controller in his hands .', 'a man holding a nintendo wii game controller']","['crossword puzzle, crossword']"
2763,"['a group of people standing next to a sign .', 'a group of people standing in front of a sign .', 'a group of people standing on top of a street sign .']","['bearskin, busby, shako', 'comic book']"
2764,"['a group of people standing in front of a building .', 'a group of people standing in front of a store .', 'a group of people standing in front of a tall building .']","['restaurant, eating house, eating place, eatery', 'grocery store, grocery, food market, market']"
2765,"['a man holding a tennis racquet on a tennis court .', 'a man holding a baseball bat in his hands .', 'a man holding a tennis racket in his hand .']","['basketball', 'torch']"
2766,"['a group of young men standing next to each other .', 'a group of young men playing a game of basketball .', 'a group of men standing next to each other .']",['knee pad']
2767,"['a group of people standing next to a train .', 'a group of people standing next to each other .', 'a group of people standing next to a train']","['cinema, movie theater, movie theatre, movie house, picture palace', 'bannister, banister, balustrade, balusters, handrail']"
2768,"['a black and white photo of a baseball team .', 'a group of baseball players standing next to each other .', 'a black and white photo of a baseball team']","['lab coat, laboratory coat', 'prison, prison house']"
2769,"['a man in a suit and tie standing in front of a window .', 'a man standing in front of a window holding a cell phone .', 'a man standing in front of a window holding a camera .']","['cloak', 'trench coat']"
2770,"['a group of people sitting around a table in a room .', 'a group of people sitting around a table in a restaurant .', 'a group of people sitting around a table in front of a tv .']","['stage', 'cinema, movie theater, movie theatre, movie house, picture palace']"
2771,"['a young man holding a baseball bat on a field .', 'a man in a blue shirt is throwing a frisbee', 'a man in a blue shirt is playing frisbee']","['soccer ball', 'unicycle, monocycle']"
2772,"['a group of people standing around a table .', 'a group of people standing around a table with a cake .', 'a group of people standing around a table with cake .']","['candle, taper, wax light']"
2773,"['a group of people standing next to each other .', 'a group of people standing in a room .', 'a group of people standing next to each other in a room .']","['bookshop, bookstore, bookstall', 'library']"
2774,"['a woman in a blue shirt and a tie', 'a woman in a blue shirt and a tie .', 'a woman in a blue shirt and a black tie']","['tench, Tinca tinca', 'gar, garfish, garpike, billfish, Lepisosteus osseus']"
2775,"['a woman sitting on top of a wooden bench .', 'a woman sitting on top of a wooden chair .', 'a woman sitting on top of a bed with a pink umbrella .']","['gown', 'sarong']"
2776,"['a close up of a person holding a cell phone', 'a close up of a person holding a frisbee', 'a close up of a person holding a sign']","['scoreboard', 'book jacket, dust cover, dust jacket, dust wrapper']"
2777,"['a man and a woman standing next to each other .', 'a man and a woman are posing for a picture .', 'a man and a woman are standing together .']","['diaper, nappy, napkin', 'bath towel']"
2778,"['a group of people sitting around a table .', 'a group of people sitting at a table with laptops .', 'a group of people sitting around a table with laptops .']","['library', 'balance beam, beam']"
2779,"['a man in a military uniform riding a horse .', 'a man in a military uniform riding a horse', 'a man in a military uniform is holding a horse .']","['cuirass', 'breastplate, aegis, egis']"
2780,"['a red and white fire hydrant sitting on a sidewalk .', 'a red fire hydrant sitting on top of a wooden table .', 'a red and white fire hydrant sitting on top of a sidewalk .']","['crane', 'hook, claw']"
2781,"['a group of people standing next to each other .', 'a group of people standing next to each other on a dirt field .', 'a group of people standing next to each other on a field .']","['harmonica, mouth organ, harp, mouth harp', 'jean, blue jean, denim']"
2782,"['a red stop sign sitting on the side of a road .', 'a red stop sign sitting on the side of a street .', 'a red stop sign sitting on top of a metal pole .']","['library', 'water tower']"
2783,"['a man in a suit and tie standing in front of a building .', 'a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone .']","['Windsor tie', 'suit, suit of clothes']"
2784,"['a man holding a baseball bat in a field .', 'a man holding a baseball bat in his hands .', 'a man holding a baseball bat in his right hand .']","['baseball', 'soccer ball']"
2785,"['a close up of a person holding a cup', 'a close up of a person holding a bottle', 'a close up of a person holding a bottle of water']","['packet', 'plastic bag']"
2786,"['a group of men standing next to each other .', 'a group of men standing around each other .', 'a group of men standing next to each other in a room .']","['lab coat, laboratory coat']"
2787,"['a man is holding a plate of food .', 'a man holding a plate of food in front of him .', 'a man is holding a plate of food']","['packet', 'Crock Pot']"
2788,"['a woman is sitting on a bed with a book .', 'a woman is sitting on a bed holding a book .', 'a woman is sitting on a bed with a laptop .']","['Band Aid', 'horizontal bar, high bar']"
2789,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in a room']","['suit, suit of clothes', 'Windsor tie']"
2790,"['a woman in a short skirt holding a tennis racquet .', 'a woman is holding a tennis racket on a court', 'a woman is holding a tennis racket on a court .']","['racket, racquet', 'tennis ball']"
2791,"['a black and white photo of a teddy bear .', 'a black and white photo of a bird on a table .', 'a black and white photo of a bird on a table']",["jack-o'-lantern"]
2792,"['a man and a woman posing for a picture .', 'a man and a woman pose for a picture .', 'a man and a woman are posing for a picture .']","['suit, suit of clothes', 'comic book']"
